"Name","Url","DataSource","ExtractedDate","Firm_","Phone","Fax","Address","Contact","Position","Mobile_No_","PostalAddress","Email","Conditions","Maintenance_and_General_Works_Group","Traffic_Management_Services_contract_Groups","PrequalificationCategories","Letter","ABN_Found","ABNStatus","YearsInOperation","RegisteredDate","EntityType","RegisteredName","State"
"Traffic Boss**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/04b7577f6f4ce588ca25816100227e2b?OpenDocument","Fresh","2026-01-21 16:07:40","Harrington Traffic Control Pty Ltd","","","19 Tynan Road, TABLE TOP NSW 2640","Mr Jack Harrington","Director","0414 503 466","""As Above"", &nbsp","jack@trafficboss.com.au","","","","","T","12617647980","Active","3","2022-05-12","","HARRINGTON TRAFFIC CONTROL PTY LTD","VIC"
"Traffic Control Victoria Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/325c99118b96f41bca25784f0006efc8?OpenDocument","Fresh","2026-01-21 16:07:41","Traffic Control Victoria Pty Ltd","1300 239 502","","75 Hudson Court, Keysborough VIC 3173","Mr Trent Makin","Senior Operations manager","0417 555 732","75 Hudson Court, Keysborough VIC &nbsp","admin@tcvictoria.com.au","","","","","T","31030997459","Active","21","2004-08-04","","","VIC"
"Traffic Diversions Group**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/3db8884ed42872f6ca257aa3001985b7?OpenDocument","Fresh","2026-01-21 16:07:42","PTS Premium Traffic Solutions Pty Ltd","(03) 8782 0150, 1300 482 287","(03) 9364 9329","1 Jamieson Way, Dandenong South VIC 3175","Mr Ross McDonald","Director","0402 315 908","""As Above"", &nbsp","opsmanagers@trafficdiversions.com.au","","","","","T","86556041824","Active","13","2012-10-01","","The Trustee for PTS Premium Traffic Solutions Unit Trust","VIC"
"Traffic Group Australia Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/731bf0eeffe55921ca25776d0020ae1b?OpenDocument","Fresh","2026-01-21 16:07:42","Traffic Group Australia Pty Ltd","","","44 Abbotts Road, Dandenong South VIC 3175","Mr Jason Hickey","Victorian Branch Manager","0419 808 855","""As Above"", &nbsp","Vicjobs@trafficgrp.com.au","","","","","T","49143304796","Active","15","2010-05-01","","TRAFFIC GROUP AUSTRALIA PTY LIMITED","NSW"
"Traffic Management Solutions Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/1bd183fc01ac079fca2586a900134573?OpenDocument","Fresh","2026-01-21 16:07:43","Traffic Management Solutions Pty Ltd","","","Suite 419, St Kilda Road Towers, 1 Queen Road, MELBOURNE VIC 3004","Mr Manoj Dhanorkar","Direcor and Principal Engineer","0414 446 423","""As Above""&nbsp","manoj@trafficmanagementsolutions.com.au","","","","ROAD","T","89645131577","Active","5","2020-10-15","","TRAFFIC MANAGEMENT SOLUTIONS PTY LTD","VIC"
"Traffic Plans Australia Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/937f1e217d89d33bca25822f000ed373?OpenDocument","Fresh","2026-01-21 16:07:44","Traffic Plans Australia Pty Ltd","","","Level 5, 850 Collins Street , Docklands 8012","Mr Mark Stevens","National Operations Manager","","PO Box 23350, Docklands 8012 Victoria, &nbsp","info@trafficplansaus.com.au","","","","","T","23101323924","Inactive","11","2014-06-26","","TRAFFIC PLANS AUSTRALIA PTY LTD","VIC"
"Traffic Solutions Victoria**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/265e42738142890eca25851a000003ed?OpenDocument","Fresh","2026-01-21 16:07:44","A1Tree Solutions Pty Ltd","","","19 Kennedy's Drive, DELCOMBE VIC 3356","Mr Dale Smith","Business Manager","0428 588 077","PO Box 1525, BAKERY HILL vic 3354&nbsp","dale@a1trees.net","","","","","T","74151256204","Inactive","8","2017-08-31","","","VIC"
"Traffic Technique Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/4266a3248032fd03ca257988001ec486?OpenDocument","Fresh","2026-01-21 16:07:45","Traffic Technique Pty Ltd","0459 020 633","","236 - 238 Princes Way, DROUIN VIC 3818","Ms Kate Taylor","Operations Manager","0417 286 983","PO Box 677, DROUIN VIC 3820&nbsp","admin@traftech.com.au","","","","","T","77153201800","Active","14","2011-09-13","","Traffic Technique Pty Ltd","VIC"
"Traffic Utility Services**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/551d57d039e5b0c7ca25802900197087?OpenDocument","Fresh","2026-01-21 16:07:45","Crackshot Boring Pty Ltd","(03) 9333 0246","(03) 9331 4899",",","Mr Ben Koutoukidis","","","PO BOX 839, MOONEE PONDS VIC 3039&nbsp","traffic@tus.com.au","","","","","T","25072665868","Active","25","2000-03-31","","CRACKSHOT BORING PTY LTD","VIC"
"Traffic Zone Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/5e379bdb85ad294dca257c400011a250?OpenDocument","Fresh","2026-01-21 16:07:46","Traffic Zone Pty Ltd","(03)  9499 3255","","173 Christmas Street, Alphington, Vic 3076","Mr John Danopoulos","Managing Director","0419 504 487","""As Above"", &nbsp","john@traffic-zone.com.au","","","","","T","37162277330","Active","12","2013-02-15","","TRAFFIC-ZONE PTY LTD","VIC"
"Trafficca Road Services Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/de6f6df5eebf1fa9ca258074007a1674?OpenDocument","Fresh","2026-01-21 16:07:47","Trafficca Road Services Pty Ltd","(03) 8750 0920","(03) 8750 0921","46 Abbotts Road, DANDENONG SOUTH VIC 3175","Mr","General Manager Road Services","","""As Above"", &nbsp","alan.davidson@trafficca.com.au","","","","","T","47611369352","Active","9","2016-03-17","","TRAFFICCA ROAD SERVICES PTY LTD","NSW"
"Trafficking**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/ea6ad25690208781ca257d8700814077?OpenDocument","Fresh","2026-01-21 16:07:47","13000 Roads Pty Ltd","1300 076 237","(02) 60212 562","271b Townsend Street, ALBURY NSW 2640","Ms Libby Brooks","Manager","","P O Box 599, ALBURY NSW 2640&nbsp","admin@trafficking.com.au","","","","","T","40167434246","Active","12","2014-01-07","","13000 ROADS PTY. LTD.","NSW"
"Trafficworks Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/3dfa74021754ec06ca25732a000b86a1?OpenDocument","Fresh","2026-01-21 16:07:48","Trafficworks Pty Ltd","(03) 9490 5900","(03) 9490 5910","Suite 1 & 2, 132 Upper Heidelberg Road , IVANHOE VIC 3079","Mr Emmanuel Natalizio","Director","0400 639 302","PO Box 417, IVANHOE VIC 3079&nbsp","admin@trafficworks.com.au","","","","DSD, HC, PAM, PRS, ROAD, TAR, TLD, TOF, TOS, TPF, TSD, TTF","T","59125488977","Active","18","2007-05-22","","TRAFFICWORKS PTY. LTD.","VIC"
"Traffic.Com.Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/42f52d0d41b3f22cca257beb00254c64?OpenDocument","Fresh","2026-01-21 16:07:48","Traffic.Com.Pty Ltd","","","Shed 13/3 Muller Street, Baranduda, VIC 3691","Mr Kane Brown","Managing Director","0481392213","P O Box 510 , Wodonga Vic 3689&nbsp","traffic.com@icloud.com","","","","","T","16153049337","Inactive","5","2021-01-08","","Traffic.com Pty Limited","VIC"
"Traffix Group Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/95ebe66a4058c4d1ca256d0a0007645e?OpenDocument","Fresh","2026-01-21 16:07:49","Traffix Group Pty Ltd","(03) 9822 2888","","Level 28, 459 Collins Street, MELBOURNE VIC 3000","Mr Anthony Coyle","Director","0400 188 313","""As Above""&nbsp","anthony@traffixgroup.com.au","","","Traffic Data Collection: CCC - Classification Counts, COS - Observational Surveys, CSS - Speed Surveys, CTM - Turning Movements, CTT - Travel Time Counts","CCC, COS, CSS, CTM, CTT, DBS, DMR, FIR, FVA, HC, LAND, PAM, PRL, PRN, PRS, ROAD, ST, TAR, TIME, TOF, TOS, TPF, TSD, TSM, TTF, USE","T","32100481570","Active","23","2002-05-01","","TRAFFIX GROUP PTY. LTD.","VIC"
"TraffVic Solutions Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/416e85d7c99df1ddca25828f002c3c2f?OpenDocument","Fresh","2026-01-21 16:07:50","TraffVic Solutions Pty Ltd","","","120 Plumpton Road, DIGGERS REST VIC 3427","Mr Scott Eustace","Director","0435 740 032","""As Above"", &nbsp","info@traffvic.com.au","","","","","T","74928579265","Active","8","2017-02-20","","TraffVic Solutions","VIC"
"Trafman Solutions Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/9833740a36a593c6ca25739900070ffb?OpenDocument","Fresh","2026-01-21 16:07:50","Trafman Solutions Pty Ltd","(03) 9358 7770","","28a Merri Concourse, CAMPBELLFIELD VIC 3061","Mr Aleksovski Jove","","0448 306 135","""As Above"", &nbsp","info@trafman.com.au","","","","","T","58116624689","Active","20","2005-10-12","","","VIC"
"Trafx Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/7b231062ca255012ca257eca0083d2b8?OpenDocument","Fresh","2026-01-21 16:07:51","Trafx Pty Ltd","","(02) 6076 1594","29 Mildren Street, CORRYONG VIC 3707","Mr Martin John Dorman","Managing Director","0427 762 244","P O Box 204, CORRYONG VIC 3707&nbsp","admin@trafx.com.au","","","","","T","89602585517","Active","11","2014-11-06","","TRAFX PTY. LTD.","VIC"
"Trans Traffic Survey**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/b2206545ec48c5b7ca258198007e1382?OpenDocument","Fresh","2026-01-21 16:07:52","BVY Pty Ltd","1300 828 882","1300 838 883","62 Mason Street, NEWPORT VIC 3015","Dr Binh Vo","Project Director","0488 686 686","""As Above"", &nbsp","binh@trafficsurvey.com.au","","","Traffic Data Collection: CCC - Classification Counts, CCS - Curve Studies, COS - Observational Surveys, CSS - Speed Surveys, CTM - Turning Movements, CTT - Travel Time Counts","CCC, CCS, COS, CSS, CTM, CTT, DBS, DMR, DSD, TIME","T","18434565435","Active","20","2005-03-01","","The Trustee for BVY TRUST","VIC"
"Transafe Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/76ec81cc3ff0faaaca257b810081acdf?OpenDocument","Fresh","2026-01-21 16:07:52","Transafe Pty Ltd","1300 796 681","","Unit 11/ 146 Power Street , HAWTHORN, VIC 3122","Mr Darren Vella","Director","0423 809 760","P O Box 6049, Hawthorn West, VIC 3122&nbsp","darren@transafe.com.au","","","","ROAD","T","15177622541","Active","12","2013-04-01","","The Trustee for Transafe Unit Trust","VIC"
"Transport for NSW","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/92307aae79e8dc92ca258699007d639c?OpenDocument","Fresh","2026-01-21 16:07:53","Transport for NSW","02 8202 2200","02 8202 2209","18 Lee Street, CHIPPENDALE NSW 2008","Mr Nicholas McMullen","Bridge Works Manager South West","0476839809","PO Box 484, WAGGA WAGGA NSW 2650&nbsp","Nicholas.r.mcmullen@transport.nsw.gov.au","","","","","T","18804239602","Active","14","2011-10-19","","TRANSPORT FOR NSW","NSW"
"Transport &amp; Traffic Solutions Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/cb8ed0fe23ba10c7ca258108007f5748?OpenDocument","Fresh","2026-01-21 16:07:53","Transport & Traffic Solutions Pty Ltd","(03) 9862 3479","","3 Prentice Street, BRUNSWICK VIC 3056","Mr Michael Marsicovetere","Director","0437 682 170","""As Above"", &nbsp","michael@tatsolutions.com.au","","","","PAM, PRN, PRS, ROAD, TAR, TOS, TPF, TSD, TTF","T","56156612707","Active","13","2012-04-18","","TRANSPORT & TRAFFIC SOLUTIONS PTY. LTD.","VIC"
"Tree Limits Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/425b1f530e96dc28ca257b8a0022a5c5?OpenDocument","Fresh","2026-01-21 16:07:54","Tree Limits Pty Ltd","(03) 5152 7733","","15 Collins Street, BAIRNSDALE, VIC 3875","Mr Troy Anderson","Director","0412 525 527","P O Box 170, BAIRNSDALE, VIC 3875&nbsp","treelimits@hotmail.com","","","","","T","27120666828","Active","19","2006-08-01","","Tree Limits Pty Ltd","VIC"
"Tree Synergy Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/a8e143267da2a525ca25842a001dc13b?OpenDocument","Fresh","2026-01-21 16:07:55","Tree Synergy Pty Ltd","03 5240 0570","","1/117 Myers Street, GEELONG VIC 3220","Mr Matthew Deretic","Director","0488 176 006","""As Above"", &nbsp","mderetic@treesynergy.com.au","","Maintenance: Maintenance Roadsides (M2-RW), Maintenance Works-Minor (M1); General Works: General Works-Minor (G1), Landscaping (G2-LS)","","LS, M1, M2-RW, RW, WORKS-MINOR","T","14629609632","Active","7","2018-10-25","","TREE SYNERGY PTY LTD","NSW"
"Tree Watch**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/935836f566440e4dca2575010025c20e?OpenDocument","Fresh","2026-01-21 16:07:55","LTW Pty Ltd","(03) 5289 5330","(03) 5289 5331","1 Beaurepaire Drive,, LORNE VIC 3232","Mr Stephen Bayley","Administration Manager","0419 102 925","PO Box 294, LORNE VIC 3232&nbsp","steve@treewatch.com.au","","General Works: Landscaping (G2-LS)","","LS","T","24324551078","Active","18","2007-10-01","","","VIC"
"Tri-State Traffic Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/a97a1efa4c42eb66ca2579e2001d6ba7?OpenDocument","Fresh","2026-01-21 16:07:56","Tri-State Traffic Pty Ltd","(03) 5023 4833","(03) 5023 3123","16 Logan Avenue, Mildura, VIC 3500","Ms Christinre Curry","OH&S Manager","0429 978 197","""As Above"", &nbsp","traffic07@bigpond.com","","","","","T","84157747718","Active","4","2021-03-10","","TRI-STATE TRAFFIC PTY LTD","VIC"
"Tridec Services Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/150eee09c76bc459ca25773800281792?OpenDocument","Fresh","2026-01-21 16:07:56","Tridec Services Pty Ltd","(03) 8585 9800","","Level 1, 336 Springvale Road, SPRINGVALE VIC 3171","Mr Glenn Matthews","Director, Design Engneer, Project Manager","0417 388 129","""As Above"", &nbsp","glennmatthews@tridec.com.au","TLD only applies to Arterial Lighting Design NOT Freeway Lighting Design","","","TLD","T","89089577784","Active","26","1999-11-01","","TRIDEC SERVICES PTY. LTD.","VIC"
"TTM Consulting Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/8ec0724d923ee492ca257ca60002a75e?OpenDocument","Fresh","2026-01-21 16:07:57","TTM Consulting Pty Ltd","(03) 9419 0911","","Suite 9, 70-80 Wellington St , Collingwood, VIC 3066","Mr Simon Pender","Technician","0435 152 377","""As Above"", &nbsp","spender@ttmgroup.com.au","","","Traffic Data Collection: CCC - Classification Counts, COS - Observational Surveys, CTM - Turning Movements, CTT - Travel Time Counts","CCC, COS, CTM, CTT, E-NMD, NMD, TIME","T","34006645147","Active","26","2000-01-21","","TTM CONSULTING PTY LTD","QLD"
"TTM Consulting (VIC) Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c0747f5f31b48ad2ca256d0a00076454?OpenDocument","Fresh","2026-01-21 16:07:58","TTM Consulting (VIC) Pty Ltd","9419 0911","9415 9456","88 Langridge Street, COLLINGWOOD VIC 3066","Mr Damien Hancox","Director","0409 551 505","""As Above""&nbsp","ttmvic@ttmgroup.com.au","","","","ROAD, TOS","T","71123813865","Active","18","2007-04-01","","TTM CONSULTING (VIC) PTY LTD","VIC"
"TTW (VIC) PTY LTD","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/e30aa3389e6cf6dfca25891900086f3d?OpenDocument","Fresh","2026-01-21 16:07:58","TTW (VIC) PTY LTD","03 9602 1433","03 9602 4040","Level 13, 379 Collins Street, MELBOURNE VIC 3000","Mrs Joanne Ford","Office Manager","","""As Above"", &nbsp","joanne.ford@ttw.com.au","","","","H-SIMPLE, SH, WSRD","T","84649973848","Active","4","2021-05-15","","TTW (VIC) PTY LTD","NSW"
"Turnbull Engineering Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/fcb96462320c3cf6ca258931007a603d?OpenDocument","Fresh","2026-01-21 16:07:59","Turnbull Engineering Pty Ltd","02 8011 4800","","Level 27, 400 George Street, SYDNEY NSW 2000","Mr Guy Pinzone","Director of Growth","0426 255 886","""As Above"", &nbsp","tenders@turnbullengineering.com.au","","","","CH, H-COMPLEX, H-SIMPLE, ROAD, RR, SH, SS, STRUCTURES-SIMPLE, UR","T","58612464516","Active","9","2016-05-17","","TURNBULL ENGINEERING PTY LTD","NSW"
"Tyco Safety Products**","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/f8f06c90afb78b9aca256d5800020fd0?OpenDocument","Fresh","2026-01-21 16:07:59","Tyco Projects (Australia) Pty Ltd","(03) 9538 7900","(03) 9872 4020","49 - 51 Rocco Drive, SCORESBY VIC 3179","Mr Mathew O?Sullivan","Services Branch Manager ? Traffic","0400 003 396","As above, &nbsp","mathew.osullivan@jci.com","","","Traffic Control Systems Supply & Maintenance; a: SCTV- Closed Circuit Television, SCTV - Communications, SOED - Supply of On-Road Electronic Devices, SSLC - Street Lighting & Conduit Installation, STCE - Traffic Control Equipment, STCE 1 - Traffic Control Equipment 1, STCE 2 - Traffic Control Equipment 2, STS - Traffic Signals, STS1 - Traffic Signals Installation, STS2 - Traffic Signals Maintenance","OF, ON, ON-ROAD, ROAD, SCTV, SOED, SSLC, STCE, STS, STS1, STS2","T","70092471737","Active","25","2000-05-30","","TYCO PROJECTS (AUSTRALIA) PTY LIMITED","NSW"
"UCS Signals Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/50e41aa18adc528dca25880d00148a9a?OpenDocument","Fresh","2026-01-21 16:08:00","UCS Signals Pty Ltd","03 5434 4000","","12 Deborah Street, GOLDEN SQUARE VIC 3555","Mr Rodney Woodhead","Manager - Traffic Signals","0455 332 344","""As Above"", &nbsp","rwoodhead@ucs.com.au","","","Traffic Control Systems Supply & Maintenance; a: SCTV- Closed Circuit Television, SCTV - Communications, SSLC - Street Lighting & Conduit Installation, STCE - Traffic Control Equipment, STCE 1 - Traffic Control Equipment 1, STCE 2 - Traffic Control Equipment 2, STS - Traffic Signals, STS1 - Traffic Signals Installation, STS2 - Traffic Signals Maintenance, SVDL - Vehicle Detection Loops","SCTV, SSLC, STCE, STS, STS1, STS2, SVDL","U","56007417101","Active","25","2000-03-18","","UCS SIGNALS PTY LTD","VIC"
"UGL Engineering Pty Limited","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/1525c23638674f7eca2570bd000022b0?OpenDocument","Fresh","2026-01-21 16:08:01","UGL Engineering Pty Limited","(03) 8341 3910","(03) 9239 4200","Level 6, 1 Southbank Boulevard, SOUTHBANK VIC 3006","Mr Rodney Hales","Bid Manager, Transport Major Projects","+61 400 590 500","Level 8, 567 Colins street, Melbourne 3000&nbsp","rodney.hales@ugllimited.com","","","Traffic Control Systems Supply & Maintenance; a: SCTV- Closed Circuit Television, SCTV - Communications, SSLC - Street Lighting & Conduit Installation, STCE - Traffic Control Equipment, STCE 1 - Traffic Control Equipment 1, STCE 2 - Traffic Control Equipment 2","SCTV, SSLC, STCE, TLD","U","96096365972","Active","24","2001-04-01","","UGL ENGINEERING PTY LIMITED","NSW"
"UGL Operations and Maintenance Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/2b45df80138335a6ca25830100193f17?OpenDocument","Fresh","2026-01-21 16:08:01","UGL Operations and Maintenance Pty Ltd","02 8925 8925","02 8925 8926","Level 6, 1 Southbank Boulevard, SOUTHBANK VIC 3006","Mr Richard Loader","Roads & ITS Sector Lead","0433 936 718","""As Above"", &nbsp","richard.loader@ugllimited.com","","Maintenance: Maintenance Bridges (M2-BW), Maintenance Pavements (M2-PW), Maintenance Roadsides (M2-RW)","","B2, BW, F150+, M2-BW, M2-PW, M2-RW, PW, R2, RW","U","17114888201","Active","20","2005-09-01","","UGL OPERATIONS AND MAINTENANCE PTY LIMITED","WA"
"United Civil Constructions Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/f58b39c9892d186dca256efd0011dcbd?OpenDocument","Fresh","2026-01-21 16:08:02","United Civil Constructions Pty Ltd","(03) 9701 8498","(03) 9701 8498","Unit 2, 21 Futura Road, KEYSBOROUGH VIC 3173","Mr Danny Chee","General Manager","0417 322 886","Unit 2, 21 Futura Road, KEYSBOROUGH VIC 3173&nbsp","unitedcivil@hotmail.com","","Maintenance: Maintenance Works-Minor (M1); General Works: General Works-Minor (G1)","","F002, M1, R1, WORKS-MINOR","U","18103490295","Active","22","2003-02-03","","UNITED CIVIL CONSTRUCTIONS PTY. LTD.","VIC"
"Universal Civil Construction Pty Ltd","https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/b668b206cfb6d45eca2584b800169bd2?OpenDocument","Fresh","2026-01-21 16:08:03","Universal Civil Construction Pty Ltd","(03) 8405 3131","","57 Yale Drive, EPPING VIC 3076","Ms Sandy Wison","HSEQ Manager","0439 891 828","""As Above"", &nbsp","sandyw@universalcorp.com.au","","","","B1, F015, R2","U","37617308675","Active","8","2017-02-10","","UNIVERSAL CIVIL CONSTRUCTION PTY LTD","VIC"
